space,22_-,1,start
space,22_-,1,coarse-grained.profile.time,16163
space,22_-,1,coarse-grained.profile.size,5040
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v22/v22_c.sites
space,22_-,1,coarse-grained.profile.number,136
space,22_-,1,fine-grained.profile.time,76003
space,22_-,1,fine-grained.profile.size,568468
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v22/v22_f.sites
space,22_-,1,fine-grained.profile.number,457266
space,22_-,1,fine-grained.preprocess.size,1940588
space,22_-,1,fine-grained.preprocess.time,109572
space,22_-,1,fine-grained.preprocess.number,4791 
space,22_-,1,fine-grained.preprocess.time_p,109266.0
space,22_-,1,fine-grained.mine.size,5832
space,22_-,1,fine-grained.mine.time,59084
space,22_-,1,boost,0.05
space,22_-,1,boost.functions.count,1
space,22_-,1,boost.includes,-sampler-include-method=seqrotrg
space,22_-,1,boost.preprocess.size,292208
space,22_-,1,boost.preprocess.time,1370
space,22_-,1,boost.preprocess.number,587 
space,22_-,1,boost.preprocess.time_p,1238.0
space,22_-,1,boost.mine.size,5816
space,22_-,1,boost.mine.time,2570
space,22_-,1,theta,0.184490
space,22_-,1,prune.functions.count,62
space,22_-,1,prune.includes,-sampler-include-method=Get1Real -sampler-include-method=GetInt -sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=adddef -sampler-include-method=addscan -sampler-include-method=adremdef -sampler-include-method=ampunit -sampler-include-method=ampval -sampler-include-method=anglerot -sampler-include-method=elemdef -sampler-include-method=emsginit -sampler-include-method=extremes -sampler-include-method=fixgramp -sampler-include-method=fixgrpha -sampler-include-method=fixport -sampler-include-method=fixselem -sampler-include-method=fixsgrel -sampler-include-method=fixsgrid -sampler-include-method=floatsup -sampler-include-method=geomspec -sampler-include-method=grampexc -sampler-include-method=greldef -sampler-include-method=grexcdef -sampler-include-method=grgeodef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=grphaexc -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=lenunit -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nodecoor -sampler-include-method=nodedef -sampler-include-method=nomefile -sampler-include-method=polspec -sampler-include-method=portspec -sampler-include-method=pqlimits -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=recspec -sampler-include-method=remdef -sampler-include-method=secorpha -sampler-include-method=seqrotrg -sampler-include-method=serotdir -sampler-include-method=serotpar -sampler-include-method=serotpha -sampler-include-method=sgrphasr -sampler-include-method=simamp -sampler-include-method=simgroup -sampler-include-method=simpha -sampler-include-method=sinelem -sampler-include-method=squgrdef -sampler-include-method=unaminit -sampler-include-method=unifamp -sampler-include-method=unifpha
space,22_-,1,prune.preprocess.size,1746540
space,22_-,1,prune.preprocess.time,67719
space,22_-,1,prune.preprocess.number,4175 
space,22_-,1,prune.preprocess.time_p,67475.0
space,22_-,1,prune.mine.size,5828
space,22_-,1,prune.mine.time,56691
space,22_-,1,boost.profile.time,9092
space,22_-,1,boost.profile.size,10032
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v22/v22_b.sites
space,22_-,1,boost.profile.number,7272
space,22_-,1,prune-minus-boost.profile.time,47027
space,22_-,1,prune-minus-boost.profile.size,284040
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v22/v22_pmb.sites
space,22_-,1,prune-minus-boost.profile.number,224784
space,22_-,1,end
