space,33_-,1,start
space,33_-,1,coarse-grained.profile.time,8690
space,33_-,1,coarse-grained.profile.size,5032
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v33/v33_c.sites
space,33_-,1,coarse-grained.profile.number,136
space,33_-,1,fine-grained.profile.time,75978
space,33_-,1,fine-grained.profile.size,569400
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v33/v33_f.sites
space,33_-,1,fine-grained.profile.number,459134
space,33_-,1,fine-grained.preprocess.size,1953000
space,33_-,1,fine-grained.preprocess.time,106634
space,33_-,1,fine-grained.preprocess.number,5174 
space,33_-,1,fine-grained.preprocess.time_p,106404.0
space,33_-,1,fine-grained.mine.size,5908
space,33_-,1,fine-grained.mine.time,98512
space,33_-,1,boost,0.05
space,33_-,1,boost.functions.count,3
space,33_-,1,boost.includes,-sampler-include-method=gnodevis -sampler-include-method=gnodfind -sampler-include-method=seqrotrg
space,33_-,1,boost.preprocess.size,305876
space,33_-,1,boost.preprocess.time,1505
space,33_-,1,boost.preprocess.number,489 
space,33_-,1,boost.preprocess.time_p,1368.0
space,33_-,1,boost.mine.size,5860
space,33_-,1,boost.mine.time,1383
space,33_-,1,theta,0.032877
space,33_-,1,prune.functions.count,72
space,33_-,1,prune.includes,-sampler-include-method=Get1Real -sampler-include-method=GetInt -sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=adddef -sampler-include-method=addscan -sampler-include-method=adremdef -sampler-include-method=ampunit -sampler-include-method=ampval -sampler-include-method=anglerot -sampler-include-method=angunit -sampler-include-method=doubstep -sampler-include-method=elemdef -sampler-include-method=emsginit -sampler-include-method=extremes -sampler-include-method=fixgramp -sampler-include-method=fixgrpha -sampler-include-method=fixnodor -sampler-include-method=fixport -sampler-include-method=fixselem -sampler-include-method=fixsgrel -sampler-include-method=fixsgrid -sampler-include-method=floatsup -sampler-include-method=geomspec -sampler-include-method=gnodevis -sampler-include-method=gnodfind -sampler-include-method=grampexc -sampler-include-method=greldef -sampler-include-method=grexcdef -sampler-include-method=grgeodef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=grphaexc -sampler-include-method=grwrite -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=lenunit -sampler-include-method=main -sampler-include-method=mksnode -sampler-include-method=moseinit -sampler-include-method=nodecoor -sampler-include-method=nodedef -sampler-include-method=nodorien -sampler-include-method=nomefile -sampler-include-method=polspec -sampler-include-method=portspec -sampler-include-method=pqlimits -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=recgrdef -sampler-include-method=recspec -sampler-include-method=remdef -sampler-include-method=secorpha -sampler-include-method=seqrotrg -sampler-include-method=serotdir -sampler-include-method=serotpar -sampler-include-method=serotpha -sampler-include-method=sgrphasr -sampler-include-method=simamp -sampler-include-method=simgroup -sampler-include-method=simpha -sampler-include-method=simpol -sampler-include-method=sinelem -sampler-include-method=squgrdef -sampler-include-method=unaminit -sampler-include-method=unifamp -sampler-include-method=unifpha
space,33_-,1,prune.preprocess.size,1781708
space,33_-,1,prune.preprocess.time,74564
space,33_-,1,prune.preprocess.number,4842 
space,33_-,1,prune.preprocess.time_p,74342.0
space,33_-,1,prune.mine.size,5840
space,33_-,1,prune.mine.time,100588
space,33_-,1,boost.profile.time,10110
space,33_-,1,boost.profile.size,15016
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v33/v33_b.sites
space,33_-,1,boost.profile.number,7916
space,33_-,1,prune-minus-boost.profile.time,47681
space,33_-,1,prune-minus-boost.profile.size,314332
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v33/v33_pmb.sites
space,33_-,1,prune-minus-boost.profile.number,249664
space,33_-,1,end
