nanoxml,2_2,1,start
nanoxml,2_2,1,coarse-grained.profile.time,63126
nanoxml,2_2,1,coarse-grained.profile.size,952
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/nanoxml/versions/v2/subv2/coarse-grained/output.sites
nanoxml,2_2,1,coarse-grained.profile.number,531
nanoxml,2_2,1,fine-grained.profile.time,80812
nanoxml,2_2,1,fine-grained.profile.size,1892
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/nanoxml/versions/v2/subv2/fine-grained/output.sites
nanoxml,2_2,1,fine-grained.profile.number,5058
nanoxml,2_2,1,fine-grained.preprocess.size,96064
nanoxml,2_2,1,fine-grained.preprocess.time,1073
nanoxml,2_2,1,fine-grained.preprocess.number,61 
nanoxml,2_2,1,fine-grained.preprocess.time_p,962.0
nanoxml,2_2,1,fine-grained.mine.size,5828
nanoxml,2_2,1,fine-grained.mine.time,2848
nanoxml,2_2,1,boost,0.05
nanoxml,2_2,1,boost.functions.count,12
nanoxml,2_2,1,boost.includes,-sampler-include-method=-Parser1_vw_v1--void-main-java.lang.String[]-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-parseDTD-java.lang.String,net.n3.nanoxml.IXMLReader,net.n3.nanoxml.IXMLEntityResolver,boolean-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-processElement-net.n3.nanoxml.IXMLReader,net.n3.nanoxml.IXMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-processEntity-net.n3.nanoxml.IXMLReader,net.n3.nanoxml.IXMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.StdXMLParser--void-processDocType--- -sampler-include-method=-net.n3.nanoxml.StdXMLReader--java.io.Reader-openStream-java.lang.String,java.lang.String-- -sampler-include-method=-net.n3.nanoxml.XMLEntityResolver--java.io.Reader-openExternalEntity-net.n3.nanoxml.IXMLReader,java.lang.String,java.lang.String-- -sampler-include-method=-net.n3.nanoxml.XMLEntityResolver--void-addExternalEntity-java.lang.String,java.lang.String,java.lang.String-- -sampler-include-method=-net.n3.nanoxml.XMLException--void--init--java.lang.String,int,java.lang.Exception,java.lang.String,boolean-- -sampler-include-method=-net.n3.nanoxml.XMLException--void-printStackTrace--- -sampler-include-method=-net.n3.nanoxml.XMLException--void-printStackTrace-java.io.PrintStream-- -sampler-include-method=-net.n3.nanoxml.XMLUtil--java.lang.String-scanString-net.n3.nanoxml.IXMLReader,char,boolean,net.n3.nanoxml.IXMLEntityResolver--
nanoxml,2_2,1,boost.preprocess.size,57756
nanoxml,2_2,1,boost.preprocess.time,374
nanoxml,2_2,1,boost.preprocess.number,22 
nanoxml,2_2,1,boost.preprocess.time_p,275.0
nanoxml,2_2,1,boost.mine.size,5860
nanoxml,2_2,1,boost.mine.time,1531
nanoxml,2_2,1,theta,0.414396
nanoxml,2_2,1,prune.functions.count,19
