space,36_-,1,start
space,36_-,1,coarse-grained.profile.time,11695
space,36_-,1,coarse-grained.profile.size,576
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v36/v36_c.sites
space,36_-,1,coarse-grained.profile.number,136
space,36_-,1,fine-grained.profile.time,78418
space,36_-,1,fine-grained.profile.size,567260
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v36/v36_f.sites
space,36_-,1,fine-grained.profile.number,459134
space,36_-,1,fine-grained.preprocess.size,1825120
space,36_-,1,fine-grained.preprocess.time,38400
space,36_-,1,fine-grained.preprocess.number,470 
space,36_-,1,fine-grained.preprocess.time_p,38146.0
space,36_-,1,fine-grained.mine.size,5816
space,36_-,1,fine-grained.mine.time,2282
space,36_-,1,boost,0.05
space,36_-,1,boost.functions.count,10
space,36_-,1,boost.includes,-sampler-include-method=GetKeyword -sampler-include-method=GetUName -sampler-include-method=TapeGet -sampler-include-method=floatsup -sampler-include-method=groupdef -sampler-include-method=isletter -sampler-include-method=nomefile -sampler-include-method=parserro -sampler-include-method=prnfile -sampler-include-method=unaminit
space,36_-,1,boost.preprocess.size,269476
space,36_-,1,boost.preprocess.time,1125
space,36_-,1,boost.preprocess.number,92 
space,36_-,1,boost.preprocess.time_p,995.0
space,36_-,1,boost.mine.size,5868
space,36_-,1,boost.mine.time,1932
space,36_-,1,theta,0.168357
space,36_-,1,prune.functions.count,15
space,36_-,1,prune.includes,-sampler-include-method=GetKeyword -sampler-include-method=GetUName -sampler-include-method=TapeGet -sampler-include-method=emsginit -sampler-include-method=floatsup -sampler-include-method=groupdef -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nomefile -sampler-include-method=parserro -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=unaminit
space,36_-,1,prune.preprocess.size,1153840
space,36_-,1,prune.preprocess.time,4113
space,36_-,1,prune.preprocess.number,470 
space,36_-,1,prune.preprocess.time_p,3936.0
space,36_-,1,prune.mine.size,5788
space,36_-,1,prune.mine.time,1650
space,36_-,1,boost.profile.time,13169
space,36_-,1,boost.profile.size,8131
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v36/v36_b.sites
space,36_-,1,boost.profile.number,5750
space,36_-,1,prune.profile.time,22345
space,36_-,1,prune.profile.size,55743
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v36/v36_p.sites
space,36_-,1,prune.profile.number,41542
space,36_-,1,prune-minus-boost.profile.time,16566
space,36_-,1,prune-minus-boost.profile.size,25719
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v36/v36_pmb.sites
space,36_-,1,prune-minus-boost.profile.number,19034
space,36_-,1,end
