space,10_-,10,start
space,10_-,10,fine-grained.preprocess.size,1925044
space,10_-,10,fine-grained.preprocess.time,90294
space,10_-,10,fine-grained.preprocess.number,4300 
space,10_-,10,fine-grained.preprocess.time_p,90005.0
space,10_-,10,fine-grained.mine.size,5788
space,10_-,10,fine-grained.mine.time,64396
space,10_-,10,boost,0.05
space,10_-,10,boost.functions.count,9
space,10_-,10,boost.includes,-sampler-include-method=circspec -sampler-include-method=fixgrpha -sampler-include-method=grwrite -sampler-include-method=hexdef -sampler-include-method=mkshex -sampler-include-method=polydef -sampler-include-method=seqrothg -sampler-include-method=simpha -sampler-include-method=simpol
space,10_-,10,boost.preprocess.size,565080
space,10_-,10,boost.preprocess.time,1777
space,10_-,10,boost.preprocess.number,300 
space,10_-,10,boost.preprocess.time_p,1618.0
space,10_-,10,boost.mine.size,5920
space,10_-,10,boost.mine.time,3270
space,10_-,10,theta,0.480081
space,10_-,10,prune.functions.count,60
space,10_-,10,prune.includes,-sampler-include-method=Get1Real -sampler-include-method=GetInt -sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=adddef -sampler-include-method=addscan -sampler-include-method=adremdef -sampler-include-method=ampunit -sampler-include-method=ampval -sampler-include-method=blockdef -sampler-include-method=circspec -sampler-include-method=elemdef -sampler-include-method=emsginit -sampler-include-method=fixgramp -sampler-include-method=fixgrpha -sampler-include-method=fixport -sampler-include-method=fixselem -sampler-include-method=fixsgrel -sampler-include-method=fixsgrid -sampler-include-method=floatsup -sampler-include-method=geomspec -sampler-include-method=grampexc -sampler-include-method=greldef -sampler-include-method=grexcdef -sampler-include-method=grgeodef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=grphaexc -sampler-include-method=grwrite -sampler-include-method=hexdef -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=lenunit -sampler-include-method=main -sampler-include-method=mkshex -sampler-include-method=moseinit -sampler-include-method=nodecoor -sampler-include-method=nodedef -sampler-include-method=nomefile -sampler-include-method=polspec -sampler-include-method=polydef -sampler-include-method=portspec -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=recspec -sampler-include-method=remdef -sampler-include-method=simamp -sampler-include-method=simgroup -sampler-include-method=simpha -sampler-include-method=simpol -sampler-include-method=sinelem -sampler-include-method=squgrdef -sampler-include-method=unaminit -sampler-include-method=unifamp -sampler-include-method=unifpha
space,10_-,10,prune.preprocess.size,1678188
space,10_-,10,prune.preprocess.time,41162
space,10_-,10,prune.preprocess.number,3491 
space,10_-,10,prune.preprocess.time_p,40917.0
space,10_-,10,prune.mine.size,5836
space,10_-,10,prune.mine.time,55456
space,10_-,10,boost.profile.time,9756
space,10_-,10,boost.profile.size,7532
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v10/v10_b.sites
space,10_-,10,boost.profile.number,5800
space,10_-,10,prune.profile.time,45725
space,10_-,10,prune.profile.size,247683
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v10/v10_p.sites
space,10_-,10,prune.profile.number,197760
space,10_-,10,prune-minus-boost.profile.time,41105
space,10_-,10,prune-minus-boost.profile.size,220378
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v10/v10_pmb.sites
space,10_-,10,prune-minus-boost.profile.number,175456
space,10_-,10,end
